md5key,shnid,label,filename
182297,150669,flac-md5,gd1990-09-20-flac.md5
182298,150669,ffp,gd1990-09-20.ffp
182302,150672,ffp,gd1994-03-25.ffp
182303,150672,flac-md5,gd1994-03-25-flac.md5
182304,150673,flac-md5,gd1987-09-12-flac.md5
182305,150673,ffp,gd1987-09-12.ffp
182306,150674,ffp,gd1990-02-25.ffp
182307,150674,flac-md5,gd1990-02-25-flac.md5
182308,150676,ffp,gd1991-05-04.ffp
182309,150676,flac-md5,gd1991-05-04-flac.md5
182310,150677,ffp,gd1991-06-17.ffp
182311,150677,flac-md5,gd1991-06-17-flac.md5
182312,150678,flac-md5,gd1991-06-22-flac.md5
182313,150678,ffp,gd1991-06-22.ffp
182314,150679,flac-md5,gd1991-06-28-flac.md5
182315,150679,ffp,gd1991-06-28.ffp
182316,150680,ffp,gd1991-09-18.ffp
182317,150680,flac-md5,gd1991-09-18-flac.md5
182318,150681,flac-md5,gd1991-09-22-flac.md5
182319,150681,ffp,gd1991-09-22.ffp
182320,150682,flac-md5,gd1991-09-24-flac.md5
182321,150682,ffp,gd1991-09-24.ffp
182322,150683,ffp,gd1988-07-02.ffp
182323,150683,flac-md5,gd1988-07-02-flac.md5
182326,150685,high country 1969-02-19 with jerry garcia david nelson [bear latvala miller noel] dat flac1648.md5,Garcia1969-02-19-High-Country-1969-02-19-with-Jerry-Garcia-David-Nelson-Bear-Latvala-Miller-Noel-DAT-flac1648.md5
182327,150685,high country 1969-02-19 with jerry garcia david nelson [bear latvala miller noel] dat flac1648.ffp,Garcia1969-02-19-High-Country-1969-02-19-with-Jerry-Garcia-David-Nelson-Bear-Latvala-Miller-Noel-DAT-flac1648.ffp
182337,150693,ffp,gd1985-04-03.ffp
182338,150693,flac-md5,gd1985-04-03-flac.md5
182339,150691,ffp,gd1990-12-03.ffp
182340,150691,flac-md5,gd1990-12-03-flac.md5
182341,150692,flac-md5,gd1990-12-04-flac.md5
182342,150692,ffp,gd1990-12-04.ffp
182343,150694,ffp,gd1988-09-22.ffp
182344,150694,flac-md5,gd1988-09-22-flac.md5
182345,150695,ffp,gd1988-09-22.ffp
182346,150695,flac-md5,gd1988-09-22-flac.md5
182353,150701,flac-md5,gd1988-07-02-flac.md5
182354,150701,ffp,gd1988-07-02.ffp
182355,150702,ffp,gd1991-05-05.ffp
182356,150702,flac-md5,gd1991-05-05-flac.md5
182357,150703,ffp,gd1992-06-09.ffp
182358,150703,flac-md5,gd1992-06-09-flac.md5
182359,150705,jgb1984-12-05.md5,Garcia1984-12-05-jgb1984-12-05.md5
182360,150705,jgb1984-12-05.ffp,Garcia1984-12-05-jgb1984-12-05.ffp
182361,150706,ffp,gd1985-03-21.ffp
182362,150707,ffp,gd1985-03-21.ffp
182365,150710,orig-ffp,gd1973-05-26-orig.ffp
182367,150711,ffp,gd1987-03-26.ffp
182368,150711,flac-md5,gd1987-03-26-flac.md5
182369,150712,ffp,gd1987-03-27.ffp
182370,150712,flac-md5,gd1987-03-27-flac.md5
182371,150714,ffp,gd1985-03-22.ffp
182372,150715,ffp,gd1985-03-22.ffp
182373,150710,ffp,gd1973-05-26.ffp
182374,150710,flac-md5,gd1973-05-26-flac.md5
182384,150723,ffp.ffp,gd1980-05-14-ffp.ffp
182385,150724,ffp.ffp,gd1980-05-14-ffp.ffp
182386,150725,ffp.ffp,gd1980-05-15-ffp.ffp
182387,150726,ffp.ffp,gd1980-05-15-ffp.ffp
182404,150723,flac-md5.md5,gd1980-05-14-flac-md5.md5
182405,150725,flac-md5.md5,gd1980-05-15-flac-md5.md5
182408,150738,ffp.ffp,gd1985-03-25-ffp.ffp
182409,150739,ffp.ffp,gd1985-03-25-ffp.ffp
182416,150752,ffp,gd1978-10-20.ffp
182417,150752,flac-md5,gd1978-10-20-flac.md5
182418,150753,orig-ffp,gd1976-07-13-orig.ffp
182419,150753,flac-md5,gd1976-07-13-flac.md5
182420,150724,flac-md5.md5,gd1980-05-14-flac-md5.md5
182421,150726,flac-md5.md5,gd1980-05-15-flac-md5.md5
182422,150755,ffp,gd1978-10-20.ffp
182423,150755,flac-md5,gd1978-10-20-flac.md5
182424,150754,orig-ffp,gd1976-07-13-orig.ffp
182425,150754,flac-md5,gd1976-07-13-flac.md5
182426,150738,flac-md5.md5,gd1985-03-25-flac-md5.md5
182429,150739,flac-md5.md5,gd1985-03-25-flac-md5.md5
182430,150753,ffp,gd1976-07-13.ffp
182431,150759,ffp,gd1980-10-25.ffp
182432,150759,flac-md5,gd1980-10-25-flac.md5
182433,150763,ffp,gd1980-10-26.ffp
182434,150763,flac-md5,gd1980-10-26-flac.md5
182437,150765,ffp,gd1995-03-17.ffp
182438,150765,flac-md5,gd1995-03-17-flac.md5
182439,150754,ffp,gd1976-07-13.ffp
182483,150770,ffp,gd1976-07-18.ffp
182484,150770,flac-md5,gd1976-07-18-flac.md5
182485,150775,ffp,gd1969-06-14.ffp
182486,150778,ffp,gd1982-12-30.ffp
182487,150778,flac-md5,gd1982-12-30-flac.md5
182492,150782,ffp.ffp,gd1984-10-30-ffp.ffp
182493,150782,flac-md5.md5,gd1984-10-30-flac-md5.md5
182494,150783,ffp.ffp,gd1984-10-30-ffp.ffp
182495,150783,flac-md5.md5,gd1984-10-30-flac-md5.md5
182514,150788,flac-md5,gd1982-09-18-flac.md5
182515,150788,ffp,gd1982-09-18.ffp
182538,150795,ffp,Grateful-Dead-Compilations1980-10.ffp
182539,150795,flac-md5,Grateful-Dead-Compilations1980-10-flac.md5
182540,150796,ffp,gd1991-12-27.ffp
182541,150796,flac-md5,gd1991-12-27-flac.md5
182543,150792,jgb1987-10-17.ffp,Garcia1987-10-17-jgb1987-10-17.ffp
182544,150792,jgb1987-10-17.md5,Garcia1987-10-17-jgb1987-10-17.md5
182545,150775,flac-md5.md5,gd1969-06-14-flac-md5.md5
182548,150801,ffp.ffp,gd1984-11-03-ffp.ffp
182549,150801,flac-md5.md5,gd1984-11-03-flac-md5.md5
182550,150802,ffp.ffp,gd1984-11-03-ffp.ffp
182551,150802,flac-md5.md5,gd1984-11-03-flac-md5.md5
182556,150807,ffp,gd1991-11-03.ffp
182562,150808,ffp,gd1991-11-03.ffp
182563,150808,flac-md5,gd1991-11-03-flac.md5
182564,150800,ffp,gd1979-02-17.ffp
182565,150800,flac-md5,gd1979-02-17-flac.md5
182610,150847,ffp,gd1976-07-13.ffp
182611,150847,flac-md5,gd1976-07-13-flac.md5
182618,150848,ffp.ffp,Grateful-Dead-Compilations1977-ffp.ffp
182619,150848,flac-md5.md5,Grateful-Dead-Compilations1977-flac-md5.md5
182621,150850,ffp,gd1987-03-26.ffp
182622,150850,flac-md5,gd1987-03-26-flac.md5
182623,150851,ffp,gd1989-06-21.ffp
182624,150851,flac-md5,gd1989-06-21-flac.md5
182626,150853,ffp.ffp,gd1973-11-25-ffp.ffp
182627,150853,flac-md5.md5,gd1973-11-25-flac-md5.md5
182628,150859,ffp,gd1991-12-30.ffp
182629,150859,flac-md5,gd1991-12-30-flac.md5
182635,150867,ffp,gd1976-07-13.ffp
182636,150867,flac-md5,gd1976-07-13-flac.md5
182641,150868,jgb1989-05-22.ffp,Garcia1989-05-22-jgb1989-05-22.ffp
182642,150868,jgb1989-05-22.md5,Garcia1989-05-22-jgb1989-05-22.md5
182643,150871,ffp,gd1985-03-31.ffp
182644,150872,ffp,gd1985-03-31.ffp
182645,150873,ffp,gd1985-04-01.ffp
182646,150874,ffp,gd1985-04-01.ffp
182647,150875,flac-md5.md5,gd1973-10-29-flac-md5.md5
182648,150875,ffp,gd1973-10-29.ffp
182669,150871,flac-md5.md5,gd1985-03-31-flac-md5.md5
182670,150872,flac-md5.md5,gd1985-03-31-flac-md5.md5
182671,150873,flac-md5.md5,gd1985-04-01-flac-md5.md5
182672,150874,flac-md5.md5,gd1985-04-01-flac-md5.md5
182673,150890,ffp.ffp,gd1982-12-28-ffp.ffp
182674,150890,flac-md5.md5,gd1982-12-28-flac-md5.md5
182675,150891,ffp.ffp,gd1982-12-28-ffp.ffp
182676,150891,flac-md5.md5,gd1982-12-28-flac-md5.md5
182677,150892,ffp.ffp,gd1983-08-20-ffp.ffp
182678,150892,flac-md5.md5,gd1983-08-20-flac-md5.md5
182679,150893,ffp.ffp,gd1983-08-20-ffp.ffp
182680,150893,flac-md5.md5,gd1983-08-20-flac-md5.md5
182681,150894,ffp.ffp,gd1984-12-29-ffp.ffp
182682,150894,flac-md5.md5,gd1984-12-29-flac-md5.md5
182683,150895,ffp.ffp,gd1984-12-29-ffp.ffp
182684,150895,flac-md5.md5,gd1984-12-29-flac-md5.md5
182685,150896,ffp.ffp,gd1984-12-31-ffp.ffp
182686,150896,flac-md5.md5,gd1984-12-31-flac-md5.md5
182687,150897,ffp.ffp,gd1973-11-25-ffp.ffp
182688,150897,flac-md5.md5,gd1973-11-25-flac-md5.md5
182697,150917,ffp,gd1987-07-02.ffp
182698,150917,md5,gd1987-07-02.md5
182699,150921,garcia1987-03-18.md5,Garcia1987-03-18-Garcia1987-03-18.md5
182700,150921,garcia1987-03-18.ffp,Garcia1987-03-18-Garcia1987-03-18.ffp
182701,150922,garcia1987-03-18.ffp,Garcia1987-03-18-Garcia1987-03-18.ffp
182702,150922,garcia1987-03-18.md5,Garcia1987-03-18-Garcia1987-03-18.md5
182732,150938,ffp.ffp,gd1983-12-28-ffp.ffp
182733,150938,flac-md5.md5,gd1983-12-28-flac-md5.md5
182734,150939,ffp.ffp,gd1983-07-30-ffp.ffp
182735,150939,flac-md5.md5,gd1983-07-30-flac-md5.md5
182736,150940,ffp.ffp,gd1983-07-30-ffp.ffp
182737,150940,flac-md5.md5,gd1983-07-30-flac-md5.md5
182738,150941,ffp.ffp,gd1983-12-28-ffp.ffp
182739,150941,flac-md5.md5,gd1983-12-28-flac-md5.md5
182740,150935,flac-md5.md5,gd1977-05-22-flac-md5.md5
182741,150935,ffp.ffp,gd1977-05-22-ffp.ffp
182742,150943,ffp.ffp,gd1983-08-21-ffp.ffp
182743,150943,flac-md5.md5,gd1983-08-21-flac-md5.md5
182744,150944,ffp.ffp,gd1983-08-21-ffp.ffp
182745,150944,flac-md5.md5,gd1983-08-21-flac-md5.md5
182749,150948,ffp.ffp,gd1976-07-13-ffp.ffp
182750,150948,flac-md5.md5,gd1976-07-13-flac-md5.md5
182751,150950,ffp.ffp,gd1974-05-21-ffp.ffp
182752,150950,flac-md5.md5,gd1974-05-21-flac-md5.md5
182753,150951,ffp.ffp,gd1974-05-21-ffp.ffp
182754,150951,flac-md5.md5,gd1974-05-21-flac-md5.md5
182755,150952,ffp.ffp,gd1979-11-06-ffp.ffp
182756,150952,flac-md5.md5,gd1979-11-06-flac-md5.md5
182757,150953,ffp.ffp,gd1979-11-06-ffp.ffp
182758,150953,flac-md5.md5,gd1979-11-06-flac-md5.md5
182763,150942,jgb1990-11-12s2.md5,Garcia1990-11-12-jgb1990-11-12s2.md5
182764,150942,jgb1990-11-12s2.ffp,Garcia1990-11-12-jgb1990-11-12s2.ffp
182815,150968,gd68-11-01.md5,gd1968-11-01-gd68-11-01.md5
182816,150968,gd68-11-01.ffp,gd1968-11-01-gd68-11-01.ffp
182817,150970,flac-md5.md5,gd1978-11-24-flac-md5.md5
182818,150970,ffp.ffp,gd1978-11-24-ffp.ffp
182819,150965,ffp.ffp,gd1980-11-26-ffp.ffp
182820,150965,flac-md5.md5,gd1980-11-26-flac-md5.md5
182821,150969,flac-md5.md5,gd1983-10-14-flac-md5.md5
182822,150969,ffp.ffp,gd1983-10-14-ffp.ffp
182823,150964,ffp.ffp,gd1984-10-15-ffp.ffp
182824,150964,flac-md5.md5,gd1984-10-15-flac-md5.md5
182825,150967,ffp.ffp,gd1984-10-20-ffp.ffp
182826,150967,flac-md5.md5,gd1984-10-20-flac-md5.md5
182827,150966,flac-md5.md5,gd1985-03-25-flac-md5.md5
182828,150966,ffp.ffp,gd1985-03-25-ffp.ffp
182829,150956,ffp.ffp,gd1991-09-13-ffp.ffp
182830,150956,flac-md5.md5,gd1991-09-13-flac-md5.md5
182835,150958,gd76-07-13.md5,gd1976-07-13-gd76-07-13.md5
182836,150958,gd76-07-13.ffp.txt,gd1976-07-13-gd76-07-13-ffp-txt.ffp
182837,150975,ffp.ffp,gd1980-11-28-ffp.ffp
182838,150975,flac-md5.md5,gd1980-11-28-flac-md5.md5
182839,150974,jg1984-05-18.md5,Garcia1984-05-18-jg1984-05-18.md5
182840,150974,jg1984-05-18.ffp,Garcia1984-05-18-jg1984-05-18.ffp
182841,150973,jg1984-05-18.ffp,Garcia1984-05-18-jg1984-05-18.ffp
182842,150973,jg1984-05-18.md5,Garcia1984-05-18-jg1984-05-18.md5
182843,150977,gd73-09-17.md5,gd1973-09-17-gd73-09-17.md5
182844,150977,gd73-09-17.ffp,gd1973-09-17-gd73-09-17.ffp
182845,150978,ffp,gd1972-09-16.ffp
182846,150979,ffp,gd1972-09-16.ffp
182849,150976,flac-md5.md5,gd1971-09-flac-md5.md5
182850,150976,ffp.ffp,gd1971-09-ffp.ffp
182851,150980,ffp.ffp,gd1980-09-06-ffp.ffp
182852,150980,flac-md5.md5,gd1980-09-06-flac-md5.md5
182853,150981,ffp.ffp,gd1980-09-06-ffp.ffp
182854,150981,flac-md5.md5,gd1980-09-06-flac-md5.md5
182855,150982,ffp.ffp,gd1976-07-18-ffp.ffp
182856,150982,flac-md5.md5,gd1976-07-18-flac-md5.md5
182857,150983,ffp.ffp,gd1979-12-01-ffp.ffp
182858,150983,flac-md5.md5,gd1979-12-01-flac-md5.md5
182859,150984,ffp.ffp,gd1973-03-30-ffp.ffp
182860,150984,flac-md5.md5,gd1973-03-30-flac-md5.md5
182868,150978,flac-md5.md5,gd1972-09-16-flac-md5.md5
182869,150979,flac-md5.md5,gd1972-09-16-flac-md5.md5
182870,150992,garcia1987-10-17.early.md5,Garcia1987-10-17-Garcia1987-10-17-early.md5
182871,150992,garcia1987-10-17.early.ffp,Garcia1987-10-17-Garcia1987-10-17-early.ffp
182872,150993,garcia1987-10-17.early.md5,Garcia1987-10-17-Garcia1987-10-17-early.md5
182873,150993,garcia1987-10-17.early.ffp,Garcia1987-10-17-Garcia1987-10-17-early.ffp
182923,151039,ffp.ffp,gd1974-08-05-ffp.ffp
182924,151039,flac-md5.md5,gd1974-08-05-flac-md5.md5
182925,151040,ffp.ffp,gd1979-05-12-ffp.ffp
182926,151040,flac-md5.md5,gd1979-05-12-flac-md5.md5
182927,151041,ffp.ffp,gd1979-09-02-ffp.ffp
182928,151041,flac-md5.md5,gd1979-09-02-flac-md5.md5
182929,151042,ffp.ffp,gd1983-12-30-ffp.ffp
182930,151042,flac-md5.md5,gd1983-12-30-flac-md5.md5
182931,151043,ffp.ffp,gd1983-12-30-ffp.ffp
182932,151043,flac-md5.md5,gd1983-12-30-flac-md5.md5
182933,151044,ffp.ffp,gd1985-03-28-ffp.ffp
182934,151044,flac-md5.md5,gd1985-03-28-flac-md5.md5
182935,151045,ffp.ffp,gd1988-06-19-ffp.ffp
182936,151045,flac-md5.md5,gd1988-06-19-flac-md5.md5
182937,151049,ffp.ffp,gd1991-04-28-ffp.ffp
182938,151049,flac-md5.md5,gd1991-04-28-flac-md5.md5
182939,151050,ffp.ffp,gd1991-04-28-ffp.ffp
182940,151050,flac-md5.md5,gd1991-04-28-flac-md5.md5
182941,151051,ffp.ffp,gd1991-05-11-ffp.ffp
182942,151051,flac-md5.md5,gd1991-05-11-flac-md5.md5
182943,151052,ffp.ffp,gd1991-05-11-ffp.ffp
182944,151052,flac-md5.md5,gd1991-05-11-flac-md5.md5
182945,151053,ffp.ffp,gd1991-05-12-ffp.ffp
182946,151053,flac-md5.md5,gd1991-05-12-flac-md5.md5
182947,151054,ffp.ffp,gd1991-05-12-ffp.ffp
182948,151054,flac-md5.md5,gd1991-05-12-flac-md5.md5
182949,151055,ffp.ffp,gd1991-06-01-ffp.ffp
182950,151055,flac-md5.md5,gd1991-06-01-flac-md5.md5
182951,151056,ffp.ffp,gd1991-06-01-ffp.ffp
182952,151056,flac-md5.md5,gd1991-06-01-flac-md5.md5
182953,151057,ffp.ffp,gd1991-08-16-ffp.ffp
182954,151057,flac-md5.md5,gd1991-08-16-flac-md5.md5
182955,151058,ffp.ffp,gd1991-08-16-ffp.ffp
182956,151058,flac-md5.md5,gd1991-08-16-flac-md5.md5
182957,151059,ffp.ffp,gd1991-08-17-ffp.ffp
182958,151059,flac-md5.md5,gd1991-08-17-flac-md5.md5
182959,151060,ffp.ffp,gd1991-08-17-ffp.ffp
182960,151060,flac-md5.md5,gd1991-08-17-flac-md5.md5
182961,151061,ffp.ffp,gd1991-08-18-ffp.ffp
182962,151061,flac-md5.md5,gd1991-08-18-flac-md5.md5
182963,151062,ffp.ffp,gd1991-08-18-ffp.ffp
182964,151062,flac-md5.md5,gd1991-08-18-flac-md5.md5
182965,151063,ffp.ffp,gd1992-05-20-ffp.ffp
182966,151063,flac-md5.md5,gd1992-05-20-flac-md5.md5
182967,151064,ffp.ffp,gd1992-05-20-ffp.ffp
182968,151064,flac-md5.md5,gd1992-05-20-flac-md5.md5
182969,151065,ffp.ffp,gd1992-05-21-ffp.ffp
182970,151065,flac-md5.md5,gd1992-05-21-flac-md5.md5
182971,151066,ffp.ffp,gd1992-05-21-ffp.ffp
182972,151066,flac-md5.md5,gd1992-05-21-flac-md5.md5
182973,151067,ffp.ffp,gd1992-05-23-ffp.ffp
182974,151067,flac-md5.md5,gd1992-05-23-flac-md5.md5
182975,151068,ffp.ffp,gd1992-05-23-ffp.ffp
182976,151068,flac-md5.md5,gd1992-05-23-flac-md5.md5
182977,151069,ffp.ffp,gd1992-05-24-ffp.ffp
182978,151069,flac-md5.md5,gd1992-05-24-flac-md5.md5
182979,151070,ffp.ffp,gd1992-05-24-ffp.ffp
182980,151070,flac-md5.md5,gd1992-05-24-flac-md5.md5
182981,151071,ffp.ffp,gd1992-05-25-ffp.ffp
182982,151071,flac-md5.md5,gd1992-05-25-flac-md5.md5
182983,151072,ffp.ffp,gd1992-05-25-ffp.ffp
182984,151072,flac-md5.md5,gd1992-05-25-flac-md5.md5
182985,151073,ffp.ffp,gd1984-06-09-ffp.ffp
182986,151073,flac-md5.md5,gd1984-06-09-flac-md5.md5
182987,151074,ffp.ffp,gd1984-06-09-ffp.ffp
182988,151074,flac-md5.md5,gd1984-06-09-flac-md5.md5
182989,151075,ffp.ffp,gd1987-08-22-ffp.ffp
182990,151075,flac-md5.md5,gd1987-08-22-flac-md5.md5
182991,151076,ffp.ffp,gd1987-08-22-ffp.ffp
182992,151076,flac-md5.md5,gd1987-08-22-flac-md5.md5
182993,151077,jgb1990-11-15.md5,Garcia1990-11-15-jgb1990-11-15.md5
182994,151077,jgb1990-11-15.ffp,Garcia1990-11-15-jgb1990-11-15.ffp
182999,151080,ffp.ffp,gd1987-08-20-ffp.ffp
183000,151080,flac-md5.md5,gd1987-08-20-flac-md5.md5
183001,151081,ffp.ffp,gd1971-09-ffp.ffp
183002,151081,flac-md5.md5,gd1971-09-flac-md5.md5
183003,151082,ffp.ffp,gd1987-08-20-ffp.ffp
183004,151082,flac-md5.md5,gd1987-08-20-flac-md5.md5
183005,151083,ffp.ffp,gd1994-10-05-ffp.ffp
183006,151083,flac-md5.md5,gd1994-10-05-flac-md5.md5
183007,151084,ffp.ffp,gd1992-05-29-ffp.ffp
183008,151084,flac-md5.md5,gd1992-05-29-flac-md5.md5
183009,151085,ffp.ffp,gd1992-05-29-ffp.ffp
183010,151085,flac-md5.md5,gd1992-05-29-flac-md5.md5
183011,151086,ffp.ffp,gd1992-05-31-ffp.ffp
183012,151086,flac-md5.md5,gd1992-05-31-flac-md5.md5
183013,151087,ffp.ffp,gd1992-05-31-ffp.ffp
183014,151087,flac-md5.md5,gd1992-05-31-flac-md5.md5
183015,151088,ffp.ffp,gd1988-12-09-ffp.ffp
183016,151088,flac-md5.md5,gd1988-12-09-flac-md5.md5
183017,151089,ffp.ffp,gd1988-12-09-ffp.ffp
183018,151089,flac-md5.md5,gd1988-12-09-flac-md5.md5
183019,151090,ffp.ffp,gd1988-12-10-ffp.ffp
183020,151090,flac-md5.md5,gd1988-12-10-flac-md5.md5
183021,151091,ffp.ffp,gd1988-12-10-ffp.ffp
183022,151091,flac-md5.md5,gd1988-12-10-flac-md5.md5
183023,151092,ffp.ffp,gd1988-12-11-ffp.ffp
183024,151092,flac-md5.md5,gd1988-12-11-flac-md5.md5
183025,151093,ffp.ffp,gd1988-12-11-ffp.ffp
183026,151093,flac-md5.md5,gd1988-12-11-flac-md5.md5
183033,151098,ffp.ffp,gd1986-03-25-ffp.ffp
183034,151098,flac-md5.md5,gd1986-03-25-flac-md5.md5
183035,151099,ffp.ffp,gd1986-03-25-ffp.ffp
183036,151099,flac-md5.md5,gd1986-03-25-flac-md5.md5
183037,151100,ffp.ffp,gd1993-08-21-ffp.ffp
183038,151100,flac-md5.md5,gd1993-08-21-flac-md5.md5
183039,151097,reconstruction-1979-05-18,Garcia1979-05-18-Reconstruction-1979-05-18.md5
183040,151101,ffp.ffp,gd1988-04-22-ffp.ffp
183041,151101,flac-md5.md5,gd1988-04-22-flac-md5.md5
183042,151102,ffp.ffp,gd1988-04-22-ffp.ffp
183043,151102,flac-md5.md5,gd1988-04-22-flac-md5.md5
183044,151103,ffp.ffp,gd1988-04-23-ffp.ffp
183045,151103,flac-md5.md5,gd1988-04-23-flac-md5.md5
183046,151104,ffp.ffp,gd1988-04-23-ffp.ffp
183047,151104,flac-md5.md5,gd1988-04-23-flac-md5.md5
183048,151105,ffp.ffp,gd1988-04-24-ffp.ffp
183049,151105,flac-md5.md5,gd1988-04-24-flac-md5.md5
183050,151106,ffp.ffp,gd1988-04-24-ffp.ffp
183051,151106,flac-md5.md5,gd1988-04-24-flac-md5.md5
183052,151107,ffp.ffp,gd1988-04-30-ffp.ffp
183053,151107,flac-md5.md5,gd1988-04-30-flac-md5.md5
183054,151108,ffp.ffp,gd1988-04-30-ffp.ffp
183055,151108,flac-md5.md5,gd1988-04-30-flac-md5.md5
183056,151111,ffp.ffp,gd1987-11-13-ffp.ffp
183057,151111,flac-md5.md5,gd1987-11-13-flac-md5.md5
183058,151112,ffp.ffp,gd1987-11-13-ffp.ffp
183059,151112,flac-md5.md5,gd1987-11-13-flac-md5.md5
183060,151113,ffp.ffp,gd1987-11-14-ffp.ffp
183061,151113,flac-md5.md5,gd1987-11-14-flac-md5.md5
183062,151114,ffp.ffp,gd1987-11-14-ffp.ffp
183063,151114,flac-md5.md5,gd1987-11-14-flac-md5.md5
183064,151115,ffp.ffp,gd1987-11-15-ffp.ffp
183065,151115,flac-md5.md5,gd1987-11-15-flac-md5.md5
183066,151116,ffp.ffp,gd1987-11-15-ffp.ffp
183067,151116,flac-md5.md5,gd1987-11-15-flac-md5.md5
183068,151117,ffp.ffp,gd1987-06-12-ffp.ffp
183069,151117,flac-md5.md5,gd1987-06-12-flac-md5.md5
183070,151118,ffp.ffp,gd1987-06-12-ffp.ffp
183071,151118,flac-md5.md5,gd1987-06-12-flac-md5.md5
183072,151119,ffp.ffp,gd1987-06-13-ffp.ffp
183073,151119,flac-md5.md5,gd1987-06-13-flac-md5.md5
183074,151120,ffp.ffp,gd1987-06-13-ffp.ffp
183075,151120,flac-md5.md5,gd1987-06-13-flac-md5.md5
183076,151121,ffp.ffp,gd1987-06-14-ffp.ffp
183077,151121,flac-md5.md5,gd1987-06-14-flac-md5.md5
183078,151122,ffp.ffp,gd1987-06-14-ffp.ffp
183079,151122,flac-md5.md5,gd1987-06-14-flac-md5.md5
183080,151125,1648.ffp.ffp,gd1987-04-17-1648-ffp.ffp
183081,151125,1648.md5,gd1987-04-17-1648.md5
183082,151126,2496.ffp.ffp,gd1987-04-17-2496-ffp.ffp
183083,151126,2496.md5,gd1987-04-17-2496.md5
183084,151127,1648.ffp.ffp,gd1987-04-18-1648-ffp.ffp
183085,151127,1648.md5,gd1987-04-18-1648.md5
183086,151128,2496.ffp.ffp,gd1987-04-18-2496-ffp.ffp
183087,151128,2496.md5,gd1987-04-18-2496.md5
183088,151129,1648.ffp.ffp,gd1987-04-19-1648-ffp.ffp
183089,151129,1648.md5,gd1987-04-19-1648.md5
183090,151130,2496.ffp.ffp,gd1987-04-19-2496-ffp.ffp
183091,151130,2496.md5,gd1987-04-19-2496.md5
183092,151131,1648.ffp.ffp,gd1982-02-19-1648-ffp.ffp
183093,151131,1648.md5,gd1982-02-19-1648.md5
183094,151132,2496.ffp,gd1982-02-19-2496.ffp
183095,151132,2496.md5,gd1982-02-19-2496.md5
183096,151133,1648.ffp.ffp,gd1982-02-20-1648-ffp.ffp
183097,151133,1648.md5,gd1982-02-20-1648.md5
183098,151134,2496.ffp.ffp,gd1982-02-20-2496-ffp.ffp
183099,151134,2496.md5,gd1982-02-20-2496.md5
183100,151135,1648.ffp.ffp,gd1982-02-21-1648-ffp.ffp
183101,151135,1648.md5,gd1982-02-21-1648.md5
183102,151136,2496.ffp.ffp,gd1982-02-21-2496-ffp.ffp
183103,151136,2496.md5,gd1982-02-21-2496.md5
183106,151137,1648.ffp.ffp,gd1983-07-31-1648-ffp.ffp
183107,151137,1648.md5,gd1983-07-31-1648.md5
183108,151138,2496.ffp.ffp,gd1983-07-31-2496-ffp.ffp
183109,151138,2496.md5,gd1983-07-31-2496.md5
183110,151139,1648.ffp.ffp,gd1983-08-20-1648-ffp.ffp
183111,151139,1648.md5,gd1983-08-20-1648.md5
183112,151140,2496.ffp.ffp,gd1983-08-20-2496-ffp.ffp
183113,151140,2496.md5,gd1983-08-20-2496.md5
183114,151141,1648.ffp.ffp,gd1983-08-21-1648-ffp.ffp
183115,151141,1648.md5,gd1983-08-21-1648.md5
183116,151142,2496.ffp.ffp,gd1983-08-21-2496-ffp.ffp
183117,151142,2496.md5,gd1983-08-21-2496.md5
183118,151143,2496.ffp.ffp,gd1983-09-18-2496-ffp.ffp
183119,151143,2496.md5,gd1983-09-18-2496.md5
183120,151144,1648.ffp.ffp,gd1983-09-18-1648-ffp.ffp
183121,151144,1648.md5,gd1983-09-18-1648.md5
183128,151149,1648.ffp.ffp,gd1986-04-12-1648-ffp.ffp
183129,151149,1648.md5,gd1986-04-12-1648.md5
183130,151150,2496.ffp.ffp,gd1986-04-12-2496-ffp.ffp
183131,151150,2496.md5,gd1986-04-12-2496.md5
183132,151151,2496.ffp.ffp,gd1986-04-13-2496-ffp.ffp
183133,151151,2496.md5,gd1986-04-13-2496.md5
183134,151152,1648.ffp.ffp,gd1986-04-13-1648-ffp.ffp
183135,151152,1648.md5,gd1986-04-13-1648.md5
183136,151110,flac-md5.md5,gd1981-09-30-flac-md5.md5
183137,151110,ffp.ffp,gd1981-09-30-ffp.ffp
183138,151109,ffp.ffp,gd1981-09-30-ffp.ffp
183139,151109,flac-md5.md5,gd1981-09-30-flac-md5.md5
183140,151153,ffp.ffp,gd1983-10-14-ffp.ffp
183141,151153,flac-md5.md5,gd1983-10-14-flac-md5.md5
183142,151154,ffp.ffp,gd1986-03-19-ffp.ffp
183143,151154,flac-md5.md5,gd1986-03-19-flac-md5.md5
183144,151155,ffp.ffp,gd1986-03-19-ffp.ffp
183145,151155,flac-md5.md5,gd1986-03-19-flac-md5.md5
183146,151156,ffp.ffp,gd1987-08-23-ffp.ffp
183147,151156,flac-md5.md5,gd1987-08-23-flac-md5.md5
183148,151157,ffp.ffp,gd1987-08-23-ffp.ffp
183149,151157,flac-md5.md5,gd1987-08-23-flac-md5.md5
183150,151158,ffp.ffp,gd1993-03-20-ffp.ffp
183151,151158,flac-md5.md5,gd1993-03-20-flac-md5.md5
183152,151159,ffp.ffp,gd1993-03-21-ffp.ffp
